"109.120.150.32","rockoil.com.ua","RU"
"109.120.162.1","avtovkredit.com.ua","RU"
"109.120.162.1","doctornona.in.ua","RU"
"109.120.162.5","espa.com.ua","RU"
"109.120.172.2","mobilecontent.kiev.ua","RU"
"109.194.47.20","consproj.pp.ua","RU"
"109.234.157.62","prodan.net.ua","RU"
"109.234.157.62","igsu.org.ua","RU"
"109.234.157.62","kievmramor.org.ua","RU"
"109.234.157.62","e-gov.in.ua","RU"
"109.234.157.62","sikoradesign.com.ua","RU"
"109.234.159.34","racket.kiev.ua","RU"
"109.234.32.134","edanadom.in.ua","RU"
"109.234.32.144","vapeshop.in.ua","RU"
"109.234.39.158","literatura.org.ua","RU"
"109.234.39.158","intellect.org.ua","RU"
"109.235.247.162","uspich.in.ua","RU"
"109.237.108.135","promo-tools.com.ua","RU"
"109.237.108.96","m-mix.com.ua","RU"
"109.238.243.84","ucmsgroup.com.ua","RU"
"109.248.133.16","storinka.com.ua","RU"
"109.248.133.89","newsgood.com.ua","RU"
"109.248.133.89","replyua.net.ua","RU"
"109.248.133.89","onlystyle.com.ua","RU"
"109.248.133.89","repair-house.kiev.ua","RU"
"109.248.133.89","newboard-store.com.ua","RU"
"109.248.133.89","pic.lg.ua","RU"
"109.248.133.89","inclub.lg.ua","RU"
"109.248.133.89","okna-k.com.ua","RU"
"109.248.133.89","novostroi.in.ua","RU"
"109.248.133.89","run.org.ua","RU"
"109.248.133.90","rodkom.org.ua","RU"
"109.248.133.90","quickstudio.com.ua","RU"
"109.248.133.90","eyecenter.com.ua","RU"
"109.248.133.90","tvregion.com.ua","RU"
"109.248.133.90","black-star.com.ua","RU"
"109.248.133.90","rtb.rovno.ua","RU"
"109.248.133.90","kolesnitsa.com.ua","RU"
"109.248.133.90","sevgr.org.ua","RU"
"109.248.133.90","icz.com.ua","RU"
"109.248.133.90","prostokarta.com.ua","RU"
"109.248.133.90","mallinaproject.com.ua","RU"
"109.248.133.90","kiev-pravda.kiev.ua","RU"
"109.248.133.90","olive.kiev.ua","RU"
"109.248.133.90","oun-upa.org.ua","RU"
"109.248.133.90","dcsms.uzhgorod.ua","RU"
"109.248.133.90","pravovakrayina.org.ua","RU"
"109.248.133.90","hansaray.org.ua","RU"
"109.248.133.90","anti-orange.com.ua","RU"
"109.248.133.90","expertlaw.com.ua","RU"
"109.248.133.90","itstore.dp.ua","RU"
"109.248.133.90","eeu-a.kiev.ua","RU"
"109.248.133.90","una-unso.cv.ua","RU"
"109.248.133.90","intellectronics.com.ua","RU"
"109.248.133.90","autodream.com.ua","RU"
"109.248.133.90","esi.com.ua","RU"
"109.248.133.90","e-times.com.ua","RU"
"109.248.133.90","sweaterok.com.ua","RU"
"109.248.133.90","stinol.com.ua","RU"
"109.248.133.90","intertools.com.ua","RU"
"109.248.133.90","presslook.com.ua","RU"
"109.248.133.90","sportinvent.com.ua","RU"
"109.248.133.90","artpaint.com.ua","RU"
"109.248.133.90","atrium.if.ua","RU"
"109.248.133.90","ateku.org.ua","RU"
"109.248.133.90","domtut.com.ua","RU"
"109.248.133.90","dki.org.ua","RU"
"109.248.133.90","kulinaria.com.ua","RU"
"109.248.133.90","garant-jitlo.com.ua","RU"
"109.248.133.90","necin.com.ua","RU"
"109.248.133.90","translit.com.ua","RU"
"109.248.133.90","tozak.org.ua","RU"
"109.248.133.90","msc.com.ua","RU"
"109.248.133.90","vybir.kiev.ua","RU"
"109.248.133.90","keravin.com.ua","RU"
"109.248.133.90","mts-agro.com.ua","RU"
"109.248.133.90","odessajs.org.ua","RU"
"109.248.133.90","antifa-action.org.ua","RU"
"109.248.133.90","mch.com.ua","RU"
"109.248.133.90","etea.com.ua","RU"
"109.248.133.90","inbound.com.ua","RU"
"109.248.133.90","cpcfpu.org.ua","RU"
"109.248.133.90","bathen.rv.ua","RU"
"109.248.133.90","smallbusiness.dp.ua","RU"
"109.248.133.90","webstore.com.ua","RU"
"109.248.133.90","vasha-opora.com.ua","RU"
"109.248.133.90","whoiswho.com.ua","RU"
"109.248.133.90","bastet.com.ua","RU"
"109.248.133.90","krasotka-fl.com.ua","RU"
"109.248.133.90","dumka.pl.ua","RU"
"109.248.133.90","kennan.kiev.ua","RU"
"109.248.133.90","martime.com.ua","RU"
"109.248.133.90","purr.org.ua","RU"
"109.248.133.90","ukrainianpages.com.ua","RU"
"109.248.133.90","vodocar.com.ua","RU"
"109.248.133.90","rvps.kiev.ua","RU"
"109.248.133.90","selma.com.ua","RU"
"109.248.133.90","autoiceny.com.ua","RU"
"109.248.133.90","kinoranok.org.ua","RU"
"109.248.133.90","hotel-atlantika.com.ua","RU"
"109.248.133.90","srk.kiev.ua","RU"
"109.248.133.90","axioma-techno.com.ua","RU"
"109.248.133.90","a-k-b.com.ua","RU"
"109.248.133.90","azst.com.ua","RU"
"109.248.133.90","fines.com.ua","RU"
"109.248.133.90","polonina.com.ua","RU"
"109.248.133.90","sitetime.kiev.ua","RU"
"109.248.133.90","britishschool.kiev.ua","RU"
"109.248.133.90","comart.com.ua","RU"
"109.248.133.90","rus3edin.org.ua","RU"
"109.248.133.90","zoobonus.com.ua","RU"
"109.248.133.90","sinega.com.ua","RU"
"109.248.133.90","cmc.com.ua","RU"
"109.248.133.90","samozahist.org.ua","RU"
"109.248.133.90","technocom.dp.ua","RU"
"109.248.133.90","zip.org.ua","RU"
"109.248.133.90","inhotel.com.ua","RU"
"109.248.133.90","lubimoy.com.ua","RU"
"109.248.133.90","pobedilivmeste.org.ua","RU"
"109.248.133.90","bbb.dp.ua","RU"
"109.248.133.90","manorsgroup.com.ua","RU"
"109.248.133.90","detiwki.com.ua","RU"
"109.248.133.90","vagon-restoran.kiev.ua","RU"
"109.248.133.90","aziatransbud.com.ua","RU"
"109.248.133.90","swiss-watches.com.ua","RU"
"109.248.133.90","inter-biz.com.ua","RU"
"109.248.133.90","leif.com.ua","RU"
"109.248.133.90","feokurort.com.ua","RU"
"109.248.133.90","metalprotection.com.ua","RU"
"109.248.133.90","it-cifra.com.ua","RU"
"109.248.222.212","tur-orlinoe.com.ua","RU"
"109.248.43.212","filizhanka.pp.ua","RU"
"109.68.190.6","hostsearch.com.ua","RU"
"109.68.190.6","letsgo.com.ua","RU"
"109.68.213.192","buypc.kiev.ua","RU"
"109.68.215.218","i-marketingschool.com.ua","RU"
"109.68.215.218","expans.com.ua","RU"
"109.68.215.218","bioeffect.com.ua","RU"
"109.68.215.218","obltravma.ck.ua","RU"
"109.68.215.218","aptekaeffect.com.ua","RU"
"109.68.72.234","amori.com.ua","RU"
"109.68.72.234","impulse-shop.com.ua","RU"
"109.68.72.234","latrine.com.ua","RU"
"109.68.72.234","boobu.com.ua","RU"
"109.68.72.234","maxtorg.com.ua","RU"
"109.68.72.234","tehno-store.in.ua","RU"
"109.68.72.234","moy-market.in.ua","RU"
"109.68.72.237","seoblogs.com.ua","RU"
"109.68.72.237","agentkrasoty.in.ua","RU"
"109.68.72.237","motobud.com.ua","RU"
"109.68.72.237","chupa.com.ua","RU"
"109.94.209.105","vizit-kanc.com.ua","RU"
"109.94.209.109","ronteh.com.ua","RU"
"109.94.209.109","volk-shop.com.ua","RU"
"109.94.209.110","goodmarket.in.ua","RU"
"109.94.209.110","mega.ua","RU"
"109.94.209.111","top.autosvit.com.ua","RU"
"109.94.209.111","sunshinedent.kiev.ua","RU"
"109.94.209.111","content.mobilend.com.ua","RU"
"109.94.209.115","shop-gifts.biz.ua","RU"
"109.94.209.126","boxing.biz.ua","RU"
"109.94.209.126","mka.biz.ua","RU"
"109.94.209.126","salon-meha.com.ua","RU"
"109.94.209.136","autourist.com.ua","RU"
"109.94.209.136","oblvesti.com.ua","RU"
"109.94.209.136","freshnews.in.ua","RU"
"109.94.209.140","avtokiosk.com.ua","RU"
"109.94.209.144","namysto.com.ua","RU"
"109.94.209.144","lockinska-silrada.gov.ua","RU"
"109.94.209.16","mirsemji.com.ua","RU"
"109.94.209.16","namaste.in.ua","RU"
"109.94.209.16","mobilka.com.ua","RU"
"109.94.209.163","letychaya-ryba.od.ua","RU"
"109.94.209.167","babybear.com.ua","RU"
"109.94.209.167","gentlebaby.com.ua","RU"
"109.94.209.171","aera.com.ua","RU"
"109.94.209.195","tetan.ua","RU"
"109.94.209.207","topagro.com.ua","RU"
"109.94.209.23","kidosbaby.com.ua","RU"
"109.94.209.23","medeq.com.ua","RU"
"109.94.209.23","teplo-i-voda.kh.ua","RU"
"109.94.209.23","foot-ball.net.ua","RU"
"109.94.209.23","mbk-pi.com.ua","RU"
